group,time,IFlu,IRSV
29,42,3.4148e-11,0.00027151
29,43,2.5192e-11,0.00016766
29,44,1.8572e-11,0.00010378
29,45,1.3745e-11,6.4312e-05
29,46,1.027e-11,4.0429e-05
29,47,7.7834e-12,2.5695e-05
29,48,6.0143e-12,1.6644e-05
29,49,4.7618e-12,1.1137e-05
29,50,3.88e-12,7.6269e-06
29,51,3.268e-12,5.4126e-06
29,52,2.8559e-12,3.995e-06
29,53,2.5988e-12,3.0788e-06
29,54,2.4694e-12,2.4872e-06
29,55,2.4559e-12,2.1123e-06
29,56,2.5608e-12,1.8919e-06
29,57,2.8022e-12,1.7899e-06
29,58,3.2205e-12,1.7905e-06
29,59,3.8855e-12,1.8948e-06
29,60,4.9175e-12,2.1205e-06
29,61,6.5178e-12,2.5064e-06
29,62,9.0302e-12,3.1232e-06
29,63,1.3035e-11,4.0906e-06
29,64,1.9552e-11,5.6141e-06
29,65,3.0337e-11,8.0369e-06
29,66,4.8511e-11,1.1949e-05
29,67,7.9532e-11,1.8344e-05
29,68,1.3306e-10,2.8922e-05
29,69,2.2589e-10,4.6525e-05
29,70,3.8704e-10,7.5875e-05
29,71,6.655e-10,0.00012459
29,72,1.1416e-09,0.00020454
29,73,1.9427e-09,0.0003334
29,74,3.2603e-09,0.00053582
29,75,5.3654e-09,0.00084301
29,76,8.6102e-09,0.0012897
29,77,1.34e-08,0.0019058
29,78,2.0123e-08,0.0027035
29,79,2.9024e-08,0.0036602
29,80,4.0059e-08,0.0047069
29,81,5.2769e-08,0.0057271
29,82,6.6259e-08,0.0065769
29,83,7.9317e-08,0.0071205
29,84,9.0654e-08,0.0072701
29,85,9.9165e-08,0.0070111
29,86,1.0412e-07,0.0064021
29,87,1.0528e-07,0.0055534
29,88,1.0283e-07,0.0045931
29,89,9.7311e-08,0.0036371
29,90,8.9512e-08,0.0027696
29,91,8.0298e-08,0.002038
29,92,7.0502e-08,0.0014566
29,93,6.0832e-08,0.0010167
29,94,5.181e-08,0.00069721
29,95,4.3768e-08,0.00047264
29,96,3.6863e-08,0.00031873
29,97,3.1122e-08,0.00021526
29,98,2.6483e-08,0.0001466
29,99,2.2839e-08,0.00010129
29,100,2.007e-08,7.1532e-05
29,101,1.8065e-08,5.1942e-05
29,102,1.6737e-08,3.9005e-05
29,103,1.6035e-08,3.0466e-05
29,104,1.5951e-08,2.4879e-05
29,105,1.6535e-08,2.1339e-05
30,1,9.4785e-13,1.8368e-05
30,2,5.5517e-13,1.7145e-05
30,3,3.47e-13,1.696e-05
30,4,2.2998e-13,1.7824e-05
30,5,1.6258e-13,1.9929e-05
30,6,1.226e-13,2.3725e-05
30,7,9.8697e-14,3.0057e-05
30,8,8.4773e-14,4.0483e-05
30,9,7.7584e-14,5.7843e-05
30,10,7.5496e-14,8.7402e-05
30,11,7.7881e-14,0.0001392
30,12,8.4847e-14,0.00023238
30,13,9.7173e-14,0.00040491
30,14,1.1634e-13,0.00073045
30,15,1.4465e-13,0.0013566
30,16,1.8522e-13,0.0025679
30,17,2.4167e-13,0.0049008
30,18,3.166e-13,0.0092871
30,19,4.0782e-13,0.017117
30,20,5.016e-13,0.029764
30,21,5.6926e-13,0.047041
30,22,5.8022e-13,0.065107
30,23,5.3115e-13,0.077294
30,24,4.5159e-13,0.079162
30,25,3.7454e-13,0.071815
30,26,3.1496e-13,0.059624
30,27,2.7303e-13,0.0466
30,28,2.4355e-13,0.034996
30,29,2.208e-13,0.02559
30,30,2.0041e-13,0.018367
30,31,1.795e-13,0.012993
30,32,1.5681e-13,0.0090756
30,33,1.3248e-13,0.0062615
30,34,1.0766e-13,0.0042646
30,35,8.3905e-14,0.0028659
30,36,6.2675e-14,0.001899
30,37,4.4919e-14,0.0012401
30,38,3.0976e-14,0.00079895
30,39,2.0627e-14,0.00050771
30,40,1.3336e-14,0.0003191
30,41,8.4179e-15,0.00019867
30,42,5.2172e-15,0.00012277
30,43,3.2054e-15,7.5773e-05
30,44,1.9598e-15,4.6722e-05
30,45,1.2032e-15,2.8949e-05
30,46,7.543e-16,1.8261e-05
30,47,4.7664e-16,1.1543e-05
30,48,3.1181e-16,7.5099e-06
30,49,2.1253e-16,5.0539e-06
30,50,1.4997e-16,3.4661e-06
30,51,1.1116e-16,2.4675e-06
30,52,8.6871e-17,1.8291e-06
30,53,7.2158e-17,1.4167e-06
30,54,6.3925e-17,1.152e-06
30,55,6.0574e-17,9.8564e-07
30,56,6.163e-17,8.9089e-07
30,57,6.7363e-17,8.52e-07
30,58,7.9243e-17,8.6302e-07
30,59,1.0051e-16,9.2681e-07
30,60,1.3635e-16,1.0539e-06
30,61,1.9842e-16,1.2681e-06
30,62,3.0926e-16,1.6122e-06
30,63,5.1227e-16,2.1584e-06
30,64,8.9871e-16,3.0332e-06
30,65,1.6608e-15,4.4553e-06
30,66,3.2045e-15,6.8053e-06
30,67,6.4329e-15,1.0754e-05
30,68,1.3297e-14,1.7474e-05
30,69,2.8122e-14,2.9009e-05
30,70,6.0244e-14,4.8875e-05
30,71,1.2987e-13,8.2982e-05
30,72,2.7873e-13,0.00014098
30,73,5.9147e-13,0.00023793
30,74,1.2287e-12,0.00039605
30,75,2.4799e-12,0.00064555
30,76,4.8213e-12,0.0010233
30,77,8.9591e-12,0.0015667
30,78,1.5799e-11,0.0023021
30,79,2.6262e-11,0.0032272
30,80,4.0923e-11,0.0042937
30,81,5.9527e-11,0.0053994
30,82,8.0629e-11,0.0063987
30,83,1.0162e-10,0.0071355
30,84,1.1931e-10,0.0074879
30,85,1.3081e-10,0.0074047
30,86,1.344e-10,0.0069172
30,87,1.2994e-10,0.0061248
30,88,1.1873e-10,0.0051604
30,89,1.0302e-10,0.004155
30,90,8.5297e-11,0.0032124
30,91,6.776e-11,0.0023967
30,92,5.1956e-11,0.001735
30,93,3.8704e-11,0.0012256
30,94,2.8215e-11,0.00085
30,95,2.0283e-11,0.00058253
30,96,1.4497e-11,0.00039709
30,97,1.0389e-11,0.00027113
30,98,7.5286e-12,0.0001867
30,99,5.5649e-12,0.00013055
30,100,4.2309e-12,9.3341e-05
30,101,3.3353e-12,6.8708e-05
30,102,2.7473e-12,5.2367e-05
30,103,2.3809e-12,4.1577e-05
30,104,2.185e-12,3.4568e-05
30,105,2.1355e-12,3.0243e-05
31,1,4.6579e-05,2.3068e-06
31,2,4.6121e-05,1.9229e-06
31,3,4.6686e-05,1.7128e-06
31,4,4.8349e-05,1.6362e-06
31,5,5.1252e-05,1.681e-06
31,6,5.5619e-05,1.8606e-06
31,7,6.1781e-05,2.2205e-06
31,8,7.0207e-05,2.8563e-06
31,9,8.1552e-05,3.956e-06
31,10,9.6719e-05,5.8808e-06
31,11,0.00011695,9.3625e-06
31,12,0.00014391,1.5858e-05
31,13,0.00017984,2.8478e-05
31,14,0.00022772,5.3816e-05
31,15,0.00029136,0.00010631
31,16,0.00037558,0.00021755
31,17,0.00048608,0.00045737
31,18,0.000629,0.00097848
31,19,0.00080958,0.0021043
31,20,0.0010287,0.0044899
31,21,0.0012761,0.0093314
31,22,0.0015184,0.018438
31,23,0.0016899,0.033431
31,24,0.00171,0.053451
31,25,0.0015485,0.07274
31,26,0.0012723,0.083451
31,27,0.00098984,0.082228
31,28,0.00076548,0.07204
31,29,0.00060839,0.058084
31,30,0.00050358,0.044252
31,31,0.00043351,0.032421
31,32,0.00038482,0.023084
31,33,0.0003486,0.016064
31,34,0.00031921,0.010954
31,35,0.00029322,0.0073263
31,36,0.00026874,0.0048069
31,37,0.00024489,0.0030933
31,38,0.00022147,0.0019537
31,39,0.00019863,0.0012126
31,40,0.00017676,0.00074016
31,41,0.00015624,0.00044599
31,42,0.0001374,0.00026615
31,43,0.00012047,0.00015777
31,44,0.00010555,9.3608e-05
31,45,9.2645e-05,5.5755e-05
31,46,8.1663e-05,3.3594e-05
31,47,7.2476e-05,2.0607e-05
31,48,6.4923e-05,1.2941e-05
31,49,5.8843e-05,8.3903e-06
31,50,5.4082e-05,5.6478e-06
31,51,5.0511e-05,3.9753e-06
31,52,4.8029e-05,2.9439e-06
31,53,4.6571e-05,2.307e-06
31,54,4.6114e-05,1.9231e-06
31,55,4.6678e-05,1.713e-06
31,56,4.8341e-05,1.6364e-06
31,57,5.1244e-05,1.6811e-06
31,58,5.561e-05,1.8607e-06
31,59,6.177e-05,2.2206e-06
31,60,7.0194e-05,2.8567e-06
31,61,8.1537e-05,3.9553e-06
31,62,9.6702e-05,5.883e-06
31,63,0.00011692,9.3573e-06
31,64,0.00014388,1.5863e-05
31,65,0.0001798,2.8474e-05
31,66,0.00022767,5.3841e-05
31,67,0.0002913,0.00010624
31,68,0.0003755,0.0002176
31,69,0.00048597,0.00045738
31,70,0.00062886,0.00097827
31,71,0.00080938,0.0021043
31,72,0.0010285,0.0044896
31,73,0.0012758,0.0093328
31,74,0.0015181,0.018428
31,75,0.0016895,0.033437
31,76,0.0017097,0.053439
31,77,0.0015482,0.072733
31,78,0.0012722,0.083446
31,79,0.00098979,0.082225
31,80,0.00076544,0.07204
31,81,0.00060836,0.058084
31,82,0.00050356,0.044253
31,83,0.00043349,0.032423
31,84,0.0003848,0.023086
31,85,0.00034859,0.016065
31,86,0.00031919,0.010955
31,87,0.0002932,0.0073274
31,88,0.00026872,0.004807
31,89,0.00024488,0.0030936
31,90,0.00022145,0.0019544
31,91,0.00019862,0.0012123
31,92,0.00017675,0.00074029
31,93,0.00015623,0.00044617
31,94,0.00013739,0.00026603
31,95,0.00012046,0.00015786
31,96,0.00010555,9.3597e-05
31,97,9.2637e-05,5.5748e-05
31,98,8.1656e-05,3.3613e-05
31,99,7.2469e-05,2.0599e-05
31,100,6.4917e-05,1.2946e-05
31,101,5.8837e-05,8.3904e-06
31,102,5.4077e-05,5.6482e-06
31,103,5.0506e-05,3.9758e-06
31,104,4.8024e-05,2.9441e-06
31,105,4.6566e-05,2.3071e-06
32,1,4.1979e-06,2.3739e-06
32,2,3.847e-06,1.9751e-06
32,3,3.6781e-06,1.7553e-06
32,4,3.675e-06,1.6724e-06
32,5,3.841e-06,1.7129e-06
32,6,4.201e-06,1.8894e-06
32,7,4.8067e-06,2.2459e-06
32,8,5.7486e-06,2.8769e-06
32,9,7.1744e-06,3.9642e-06
32,10,9.3247e-06,5.8652e-06
32,11,1.2585e-05,9.2781e-06
32,12,1.7583e-05,1.5636e-05
32,13,2.533e-05,2.7894e-05
32,14,3.7469e-05,5.2379e-05
32,15,5.6638e-05,0.00010277
32,16,8.7043e-05,0.00020889
32,17,0.00013521,0.00043653
32,18,0.00021097,0.00092715
32,19,0.00032805,0.0019836
32,20,0.00050334,0.0042113
32,21,0.0007514,0.0087216
32,22,0.0010692,0.017199
32,23,0.0014087,0.031259
32,24,0.0016643,0.050295
32,25,0.0017275,0.069239
32,26,0.0015915,0.080589
32,27,0.0013561,0.080584
32,28,0.001123,0.071523
32,29,0.00093585,0.058281
32,30,0.00079589,0.044772
32,31,0.00068985,0.033011
32,32,0.00060401,0.023617
32,33,0.00052853,0.016494
32,34,0.00045784,0.011278
32,35,0.00038986,0.007558
32,36,0.00032487,0.0049656
32,37,0.00026434,0.0031997
32,38,0.00020997,0.0020224
32,39,0.00016303,0.0012554
32,40,0.00012404,0.00076697
32,41,9.2801e-05,0.00046218
32,42,6.8543e-05,0.00027564
32,43,5.0212e-05,0.00016358
32,44,3.6658e-05,9.6947e-05
32,45,2.6807e-05,5.7742e-05
32,46,1.9739e-05,3.4802e-05
32,47,1.4707e-05,2.1318e-05
32,48,1.1146e-05,1.3394e-05
32,49,8.6315e-06,8.6736e-06
32,50,6.862e-06,5.8351e-06
32,51,5.6235e-06,4.1029e-06
32,52,4.7685e-06,3.0343e-06
32,53,4.1977e-06,2.3742e-06
32,54,3.8468e-06,1.9753e-06
32,55,3.6779e-06,1.7555e-06
32,56,3.6747e-06,1.6726e-06
32,57,3.8407e-06,1.7131e-06
32,58,4.2006e-06,1.8896e-06
32,59,4.8063e-06,2.2463e-06
32,60,5.7479e-06,2.8769e-06
32,61,7.1739e-06,3.9654e-06
32,62,9.3233e-06,5.8644e-06
32,63,1.2584e-05,9.2828e-06
32,64,1.758e-05,1.5633e-05
32,65,2.5328e-05,2.7912e-05
32,66,3.7462e-05,5.2377e-05
32,67,5.6633e-05,0.00010282
32,68,8.7026e-05,0.00020894
32,69,0.0001352,0.0004367
32,70,0.00021093,0.000927
32,71,0.00032798,0.0019838
32,72,0.00050323,0.0042115
32,73,0.00075128,0.008723
32,74,0.0010689,0.017199
32,75,0.0014085,0.03126
32,76,0.0016639,0.050292
32,77,0.001727,0.069242
32,78,0.001591,0.08059
32,79,0.0013558,0.080584
32,80,0.0011227,0.071523
32,81,0.00093561,0.058281
32,82,0.0007957,0.044771
32,83,0.0006897,0.03301
32,84,0.00060388,0.023617
32,85,0.00052842,0.016494
32,86,0.00045776,0.011277
32,87,0.00038979,0.0075575
32,88,0.00032481,0.0049661
32,89,0.00026429,0.0031992
32,90,0.00020994,0.0020222
32,91,0.00016301,0.0012556
32,92,0.00012403,0.00076684
32,93,9.2788e-05,0.00046205
32,94,6.8536e-05,0.00027576
32,95,5.0205e-05,0.00016352
32,96,3.6654e-05,9.6929e-05
32,97,2.6806e-05,5.7776e-05
32,98,1.9736e-05,3.4774e-05
32,99,1.4706e-05,2.1329e-05
32,100,1.1145e-05,1.3389e-05
32,101,8.631e-06,8.674e-06
32,102,6.8617e-06,5.8348e-06
32,103,5.6232e-06,4.1025e-06
32,104,4.7683e-06,3.0342e-06
32,105,4.1976e-06,2.374e-06
33,1,3.3001e-07,2.4077e-06
33,2,2.8037e-07,2.001e-06
33,3,2.5361e-07,1.776e-06
33,4,2.4482e-07,1.6895e-06
33,5,2.5262e-07,1.7274e-06
33,6,2.7879e-07,1.9015e-06
33,7,3.289e-07,2.2551e-06
33,8,4.143e-07,2.8814e-06
33,9,5.5576e-07,3.9591e-06
33,10,7.9179e-07,5.8401e-06
33,11,1.1924e-06,9.2072e-06
33,12,1.8904e-06,1.5462e-05
33,13,3.1349e-06,2.748e-05
33,14,5.4069e-06,5.14e-05
33,15,9.6293e-06,0.00010044
33,16,1.7575e-05,0.00020331
33,17,3.2619e-05,0.00042324
33,18,6.0985e-05,0.00089519
33,19,0.00011376,0.0019083
33,20,0.00020908,0.0040389
33,21,0.0003723,0.0083469
33,22,0.00062793,0.016464
33,23,0.00097109,0.029984
33,24,0.0013286,0.048502
33,25,0.0015694,0.067316
33,26,0.0016122,0.079077
33,27,0.0014997,0.079765
33,28,0.0013285,0.071314
33,29,0.0011618,0.058442
33,30,0.0010174,0.045089
33,31,0.00089046,0.033351
33,32,0.0007715,0.023917
33,33,0.00065433,0.016733
33,34,0.00053812,0.011456
33,35,0.00042633,0.0076855
33,36,0.00032423,0.0050532
33,37,0.00023648,0.0032574
33,38,0.00016566,0.0020601
33,39,0.0001118,0.0012792
33,40,7.302e-05,0.00078135
33,41,4.6421e-05,0.00047094
33,42,2.8909e-05,0.00028101
33,43,1.7752e-05,0.0001666
33,44,1.0844e-05,9.8832e-05
33,45,6.6269e-06,5.8828e-05
33,46,4.0906e-06,3.5443e-05
33,47,2.5673e-06,2.1722e-05
33,48,1.6507e-06,1.3634e-05
33,49,1.0958e-06,8.8313e-06
33,50,7.5552e-07,5.9363e-06
33,51,5.4477e-07,4.1719e-06
33,52,4.1301e-07,3.083e-06
33,53,3.3087e-07,2.4099e-06
33,54,2.8128e-07,2.0029e-06
33,55,2.5458e-07,1.7777e-06
33,56,2.4593e-07,1.6911e-06
33,57,2.5394e-07,1.729e-06
33,58,2.8042e-07,1.9032e-06
33,59,3.3107e-07,2.2575e-06
33,60,4.1726e-07,2.8838e-06
33,61,5.6024e-07,3.9637e-06
33,62,7.9851e-07,5.8444e-06
33,63,1.2038e-06,9.2184e-06
33,64,1.9092e-06,1.5474e-05
33,65,3.169e-06,2.7509e-05
33,66,5.4694e-06,5.1459e-05
33,67,9.7464e-06,0.00010051
33,68,1.7807e-05,0.00020367
33,69,3.3059e-05,0.00042337
33,70,6.1868e-05,0.00089682
33,71,0.00011547,0.0019099
33,72,0.00021232,0.0040428
33,73,0.00037841,0.0083581
33,74,0.00063833,0.016478
33,75,0.00098764,0.03001
33,76,0.0013514,0.048534
33,77,0.0015962,0.067338
33,78,0.0016393,0.079082
33,79,0.0015245,0.079751
33,80,0.0013501,0.07129
33,81,0.0011804,0.058417
33,82,0.0010333,0.045067
33,83,0.00090404,0.033334
33,84,0.00078289,0.023905
33,85,0.00066365,0.016725
33,86,0.00054549,0.011451
33,87,0.00043193,0.0076814
33,88,0.0003283,0.0050507
33,89,0.00023933,0.0032564
33,90,0.00016756,0.002059
33,91,0.00011302,0.0012785
33,92,7.3785e-05,0.00078116
33,93,4.6882e-05,0.00047077
33,94,2.9173e-05,0.00028075
33,95,1.7919e-05,0.00016664
33,96,1.0931e-05,9.8724e-05
33,97,6.6812e-06,5.8817e-05
33,98,4.122e-06,3.5434e-05
33,99,2.5848e-06,2.1704e-05
33,100,1.6622e-06,1.3635e-05
33,101,1.1023e-06,8.8242e-06
33,102,7.5991e-07,5.9345e-06
33,103,5.4761e-07,4.1697e-06
33,104,4.1496e-07,3.0815e-06
33,105,3.3227e-07,2.4087e-06
34,1,9.4399e-06,1.3402e-06
34,2,9.825e-06,1.0956e-06
34,3,1.0461e-05,9.5444e-07
34,4,1.1404e-05,8.892e-07
34,5,1.2734e-05,8.8829e-07
34,6,1.4568e-05,9.5314e-07
34,7,1.7072e-05,1.0993e-06
34,8,2.0484e-05,1.3624e-06
34,9,2.5143e-05,1.812e-06
34,10,3.1536e-05,2.5804e-06
34,11,4.0358e-05,3.9206e-06
34,12,5.2607e-05,6.3291e-06
34,13,6.9704e-05,1.0799e-05
34,14,9.3666e-05,1.9348e-05
34,15,0.00012732,3.6188e-05
34,16,0.00017459,6.998e-05
34,17,0.00024076,0.00013911
34,18,0.00033274,0.00028132
34,19,0.00045913,0.00057364
34,20,0.0006296,0.0011672
34,21,0.00085315,0.0023439
34,22,0.0011336,0.0045852
34,23,0.0014618,0.0086049
34,24,0.0018039,0.015204
34,25,0.0020949,0.024741
34,26,0.0022543,0.036287
34,27,0.0022323,0.047198
34,28,0.0020504,0.054208
34,29,0.0017857,0.055439
34,30,0.0015155,0.051357
34,31,0.0012829,0.043929
34,32,0.0010984,0.035287
34,33,0.00095606,0.026965
34,34,0.00084502,0.019778
34,35,0.0007552,0.014007
34,36,0.000679,0.0096149
34,37,0.00061135,0.0064164
34,38,0.00054932,0.0041725
34,39,0.00049151,0.0026504
34,40,0.00043756,0.0016501
34,41,0.00038761,0.0010103
34,42,0.00034201,0.00061072
34,43,0.00030108,0.00036651
34,44,0.00026498,0.00021959
34,45,0.00023368,0.000132
34,46,0.00020702,8.0241e-05
34,47,0.0001847,4.9618e-05
34,48,0.00016636,3.142e-05
34,49,0.00015165,2.0532e-05
34,50,0.00014023,1.3929e-05
34,51,0.00013181,9.8789e-06
34,52,0.00012617,7.369e-06
34,53,0.00012321,5.8135e-06
34,54,0.0001229,4.875e-06
34,55,0.00012537,4.364e-06
34,56,0.00013089,4.1844e-06
34,57,0.00013992,4.3085e-06
34,58,0.00015317,4.7713e-06
34,59,0.00017165,5.6852e-06
34,60,0.00019683,7.2873e-06
34,61,0.00023071,1.0028e-05
34,62,0.00027605,1.4779e-05
34,63,0.00033663,2.3243e-05
34,64,0.00041748,3.8827e-05
34,65,0.00052525,6.8489e-05
34,66,0.00066847,0.00012674
34,67,0.0008576,0.00024431
34,68,0.0011046,0.00048611
34,69,0.0014213,0.0009894
34,70,0.0018154,0.0020376
34,71,0.0022822,0.004189
34,72,0.0027898,0.0084539
34,73,0.0032584,0.01636
34,74,0.0035503,0.029431
34,75,0.0035148,0.047366
34,76,0.0031103,0.065875
34,77,0.0024847,0.077948
34,78,0.0018616,0.079349
34,79,0.0013724,0.071567
34,80,0.0010326,0.059105
34,81,0.00080693,0.045924
34,82,0.00065609,0.034212
34,83,0.00055135,0.024729
34,84,0.00047429,0.017459
34,85,0.00041372,0.012079
34,86,0.00036307,0.0082
34,87,0.00031868,0.0054625
34,88,0.00027865,0.0035693
34,89,0.00024213,0.0022875
34,90,0.00020886,0.001439
34,91,0.00017882,0.00088885
34,92,0.00015209,0.00054032
34,93,0.00012865,0.00032423
34,94,0.00010844,0.00019246
34,95,9.1258e-05,0.00011364
34,96,7.6856e-05,6.7077e-05
34,97,6.4932e-05,3.9724e-05
34,98,5.5168e-05,2.3812e-05
34,99,4.7253e-05,1.4499e-05
34,100,4.0903e-05,9.0417e-06
34,101,3.5865e-05,5.8097e-06
34,102,3.1926e-05,3.8702e-06
34,103,2.8911e-05,2.6914e-06
34,104,2.6681e-05,1.9648e-06
34,105,2.5136e-05,1.5144e-06
35,1,5.5196e-12,4.4602e-06
35,2,5.5156e-12,3.7208e-06
35,3,5.7621e-12,3.3128e-06
35,4,6.3028e-12,3.1604e-06
35,5,7.2257e-12,3.2379e-06
35,6,8.692e-12,3.5712e-06
35,7,1.0961e-11,4.2408e-06
35,8,1.4452e-11,5.4041e-06
35,9,1.9956e-11,7.4186e-06
35,10,2.8738e-11,1.091e-05
35,11,4.3047e-11,1.7133e-05
35,12,6.6846e-11,2.8603e-05
35,13,1.0721e-10,5.0545e-05
35,14,1.7667e-10,9.3636e-05
35,15,2.9793e-10,0.00018133
35,16,5.1103e-10,0.00036297
35,17,8.8652e-10,0.00074595
35,18,1.5442e-09,0.0015549
35,19,2.6773e-09,0.003254
35,20,4.5667e-09,0.0067278
35,21,7.5262e-09,0.013455
35,22,1.168e-08,0.025283
35,23,1.6493e-08,0.042911
35,24,2.0562e-08,0.063161
35,25,2.2508e-08,0.078558
35,26,2.2345e-08,0.082936
35,27,2.1238e-08,0.076469
35,28,2.0243e-08,0.063857
35,29,1.9808e-08,0.049824
35,30,1.9954e-08,0.037134
35,31,2.0505e-08,0.026805
35,32,2.1226e-08,0.018889
35,33,2.1858e-08,0.013044
35,34,2.2168e-08,0.0088412
35,35,2.199e-08,0.0058834
35,36,2.1246e-08,0.0038419
35,37,1.9959e-08,0.0024622
35,38,1.8233e-08,0.0015492
35,39,1.6225e-08,0.00095726
35,40,1.4106e-08,0.00058249
35,41,1.2027e-08,0.00034976
35,42,1.0101e-08,0.00020781
35,43,8.4003e-09,0.00012292
35,44,6.953e-09,7.2518e-05
35,45,5.7602e-09,4.3124e-05
35,46,4.8027e-09,2.5806e-05
35,47,4.0527e-09,1.5836e-05
35,48,3.4798e-09,9.8561e-06
35,49,3.0561e-09,6.3666e-06
35,50,2.7586e-09,4.2743e-06
35,51,2.571e-09,2.9843e-06
35,52,2.4839e-09,2.1903e-06
35,53,2.4966e-09,1.6982e-06
35,54,2.6181e-09,1.3993e-06
35,55,2.8716e-09,1.2291e-06
35,56,3.2999e-09,1.156e-06
35,57,3.977e-09,1.1673e-06
35,58,5.0288e-09,1.2675e-06
35,59,6.67e-09,1.4813e-06
35,60,9.2679e-09,1.8622e-06
35,61,1.3479e-08,2.5174e-06
35,62,2.0432e-08,3.6417e-06
35,63,3.226e-08,5.6351e-06
35,64,5.2794e-08,9.2696e-06
35,65,8.9231e-08,1.6134e-05
35,66,1.5506e-07,2.9537e-05
35,67,2.755e-07,5.6385e-05
35,68,4.9843e-07,0.00011175
35,69,9.1132e-07,0.00022674
35,70,1.6771e-06,0.00046984
35,71,3.0823e-06,0.00098096
35,72,5.6148e-06,0.0020425
35,73,1.0042e-05,0.0041869
35,74,1.7405e-05,0.0083147
35,75,2.8717e-05,0.015669
35,76,4.4027e-05,0.027268
35,77,6.1136e-05,0.0425
35,78,7.5594e-05,0.057764
35,79,8.3747e-05,0.06778
35,80,8.5701e-05,0.069342
35,81,8.4307e-05,0.06334
35,82,8.2316e-05,0.053072
35,83,8.1079e-05,0.041733
35,84,8.0748e-05,0.031308
35,85,8.0862e-05,0.022649
35,86,8.0722e-05,0.015901
35,87,7.9666e-05,0.010874
35,88,7.7234e-05,0.0072572
35,89,7.325e-05,0.0047331
35,90,6.7841e-05,0.0030213
35,91,6.1367e-05,0.0018905
35,92,5.4318e-05,0.0011619
35,93,4.719e-05,0.00070396
35,94,4.0403e-05,0.00042194
35,95,3.4252e-05,0.00025112
35,96,2.8903e-05,0.0001494
35,97,2.4408e-05,8.9231e-05
35,98,2.0744e-05,5.3915e-05
35,99,1.7842e-05,3.3119e-05
35,100,1.5615e-05,2.09e-05
35,101,1.3978e-05,1.3571e-05
35,102,1.2863e-05,9.1552e-06
35,103,1.2223e-05,6.454e-06
35,104,1.2042e-05,4.7851e-06
35,105,1.2346e-05,3.7528e-06
36,1,6.5011e-11,3.514e-06
36,2,5.6143e-11,2.9136e-06
36,3,5.1704e-11,2.5769e-06
36,4,5.0904e-11,2.4396e-06
36,5,5.3675e-11,2.4798e-06
36,6,6.065e-11,2.7104e-06
36,7,7.3406e-11,3.1873e-06
36,8,9.5064e-11,4.032e-06
36,9,1.3136e-10,5.4765e-06
36,10,1.9323e-10,7.9743e-06
36,11,3.0096e-10,1.2387e-05
36,12,4.946e-10,2.047e-05
36,13,8.5173e-10,3.5739e-05
36,14,1.5284e-09,6.5581e-05
36,15,2.8374e-09,0.00012556
36,16,5.4058e-09,0.00024868
36,17,1.0491e-08,0.00050586
36,18,2.0529e-08,0.0010446
36,19,4.0131e-08,0.0021708
36,20,7.7357e-08,0.0044756
36,21,1.4458e-07,0.0090007
36,22,2.5617e-07,0.017258
36,23,4.1713e-07,0.030568
36,24,6.0382e-07,0.048206
36,25,7.6095e-07,0.065572
36,26,8.4257e-07,0.076018
36,27,8.5258e-07,0.076156
36,28,8.2695e-07,0.067911
36,29,7.9526e-07,0.055636
36,30,7.6794e-07,0.04295
36,31,7.4261e-07,0.031795
36,32,7.1156e-07,0.022815
36,33,6.6764e-07,0.015967
36,34,6.0711e-07,0.01093
36,35,5.3114e-07,0.0073272
36,36,4.4521e-07,0.0048136
36,37,3.5711e-07,0.0030993
36,38,2.7442e-07,0.0019566
36,39,2.0267e-07,0.0012132
36,40,1.4453e-07,0.00073996
36,41,1.001e-07,0.00044504
36,42,6.7813e-08,0.00026514
36,43,4.5257e-08,0.00015694
36,44,2.9993e-08,9.2786e-05
36,45,1.9907e-08,5.5197e-05
36,46,1.3334e-08,3.3134e-05
36,47,9.0915e-09,2.025e-05
36,48,6.3633e-09,1.2718e-05
36,49,4.6013e-09,8.1903e-06
36,50,3.4652e-09,5.4981e-06
36,51,2.7352e-09,3.8452e-06
36,52,2.2771e-09,2.8265e-06
36,53,2.0088e-09,2.194e-06
36,54,1.8873e-09,1.8096e-06
36,55,1.8945e-09,1.5922e-06
36,56,2.0373e-09,1.4998e-06
36,57,2.3507e-09,1.5165e-06
36,58,2.9116e-09,1.6487e-06
36,59,3.8715e-09,1.9292e-06
36,60,5.5113e-09,2.4273e-06
36,61,8.3923e-09,3.2821e-06
36,62,1.3608e-08,4.7553e-06
36,63,2.3406e-08,7.3589e-06
36,64,4.2511e-08,1.2116e-05
36,65,8.0842e-08,2.1074e-05
36,66,1.6064e-07,3.8613e-05
36,67,3.2849e-07,7.3579e-05
36,68,6.9249e-07,0.00014567
36,69,1.4832e-06,0.00029589
36,70,3.2057e-06,0.00061193
36,71,6.9169e-06,0.0012745
36,72,1.4739e-05,0.0026442
36,73,3.059e-05,0.005388
36,74,6.0753e-05,0.010597
36,75,0.00011255,0.019622
36,76,0.00018898,0.033226
36,77,0.00027898,0.049747
36,78,0.00035798,0.064361
36,79,0.00040596,0.071691
36,80,0.00042329,0.069948
36,81,0.00042301,0.061466
36,82,0.00041619,0.049995
36,83,0.00040683,0.038454
36,84,0.00039375,0.028381
36,85,0.00037403,0.020282
36,86,0.00034535,0.014107
36,87,0.00030752,0.0095766
