group,time,susceptible,infected,recovered
129,74,0.25131,0.043833,0.70486
129,75,0.24863,0.04337,0.708
129,76,0.2464,0.042873,0.71073
129,77,0.24462,0.042353,0.71302
129,78,0.24328,0.041847,0.71487
129,79,0.24234,0.041377,0.71628
129,80,0.24176,0.040943,0.7173
129,81,0.24147,0.040532,0.718
129,82,0.24145,0.040129,0.71842
129,83,0.2417,0.039744,0.71855
129,84,0.2422,0.039374,0.71842
129,85,0.24295,0.03901,0.71804
129,86,0.24394,0.038638,0.71742
129,87,0.24518,0.038246,0.71658
129,88,0.24667,0.037839,0.71549
129,89,0.24843,0.037417,0.71415
129,90,0.25046,0.036983,0.71256
129,91,0.25274,0.036533,0.71073
129,92,0.25527,0.036068,0.70866
129,93,0.25806,0.035592,0.70635
129,94,0.26107,0.03512,0.70381
129,95,0.26431,0.034661,0.70103
129,96,0.26774,0.034224,0.69804
129,97,0.27131,0.033815,0.69487
129,98,0.275,0.033438,0.69156
129,99,0.27876,0.033105,0.68814
129,100,0.28254,0.03283,0.68463
129,101,0.28628,0.032623,0.6811
129,102,0.28993,0.032494,0.67758
129,103,0.29342,0.032448,0.67413
129,104,0.29669,0.032491,0.67081
129,105,0.29967,0.032636,0.66769
130,1,0.3304,0.025486,0.64412
130,2,0.33729,0.025544,0.63717
130,3,0.34359,0.025827,0.63058
130,4,0.34911,0.02637,0.62452
130,5,0.35363,0.027208,0.61916
130,6,0.35691,0.028376,0.61471
130,7,0.35871,0.029909,0.61138
130,8,0.35881,0.031844,0.60935
130,9,0.357,0.034213,0.60879
130,10,0.353,0.036995,0.61
130,11,0.34661,0.040106,0.61328
130,12,0.33784,0.04342,0.61874
130,13,0.32693,0.046764,0.6263
130,14,0.31433,0.049916,0.63575
130,15,0.30057,0.05258,0.64685
130,16,0.28643,0.054491,0.65908
130,17,0.27266,0.05549,0.67185
130,18,0.25998,0.055518,0.6845
130,19,0.24887,0.054678,0.69645
130,20,0.23971,0.053175,0.70711
130,21,0.2327,0.051238,0.71607
130,22,0.22761,0.049144,0.72325
130,23,0.22403,0.04715,0.72882
130,24,0.2218,0.04533,0.73287
130,25,0.22059,0.043792,0.73562
130,26,0.22016,0.042549,0.73729
130,27,0.2203,0.041561,0.73814
130,28,0.22079,0.040839,0.73837
130,29,0.22146,0.040346,0.73819
130,30,0.22225,0.040017,0.73774
130,31,0.22312,0.039784,0.7371
130,32,0.22406,0.039596,0.73635
130,33,0.2251,0.039401,0.7355
130,34,0.2263,0.039149,0.73455
130,35,0.22778,0.0388,0.73342
130,36,0.22958,0.038332,0.73209
130,37,0.23181,0.037738,0.73045
130,38,0.2346,0.037018,0.72839
130,39,0.23799,0.036183,0.72583
130,40,0.24199,0.03526,0.72275
130,41,0.24657,0.034287,0.71914
130,42,0.25167,0.03329,0.71504
130,43,0.25732,0.032275,0.7104
130,44,0.26349,0.031269,0.70525
130,45,0.27012,0.030296,0.69959
130,46,0.27715,0.029373,0.69348
130,47,0.28451,0.028509,0.68699
130,48,0.2921,0.027714,0.68019
130,49,0.29986,0.027012,0.67313
130,50,0.30768,0.026421,0.6659
130,51,0.31546,0.025961,0.65858
130,52,0.32307,0.025651,0.65128
130,53,0.3304,0.02551,0.64409
130,54,0.33732,0.025569,0.63711
130,55,0.34363,0.025854,0.63052
130,56,0.34912,0.026396,0.62448
130,57,0.3536,0.027228,0.61917
130,58,0.35684,0.028387,0.61477
130,59,0.35863,0.029915,0.61145
130,60,0.35875,0.03185,0.6094
130,61,0.3569,0.034207,0.60889
130,62,0.35285,0.036968,0.61019
130,63,0.34646,0.040069,0.61347
130,64,0.33776,0.043404,0.61883
130,65,0.32692,0.0468,0.62628
130,66,0.31433,0.049954,0.63572
130,67,0.30058,0.052586,0.64683
130,68,0.28643,0.054468,0.6591
130,69,0.27267,0.055437,0.6719
130,70,0.26,0.055462,0.68454
130,71,0.24901,0.054634,0.69636
130,72,0.23996,0.05315,0.70689
130,73,0.23281,0.051269,0.71592
130,74,0.22752,0.049212,0.72326
130,75,0.22389,0.047216,0.72889
130,76,0.22165,0.045414,0.73294
130,77,0.22045,0.043843,0.73571
130,78,0.22005,0.042549,0.7374
130,79,0.22019,0.041558,0.73825
130,80,0.22068,0.040834,0.73848
130,81,0.22141,0.040319,0.73827
130,82,0.22224,0.039976,0.73778
130,83,0.22312,0.03975,0.73713
130,84,0.22405,0.039576,0.73637
130,85,0.2251,0.039381,0.73552
130,86,0.22633,0.039127,0.73455
130,87,0.22782,0.038779,0.7334
130,88,0.22967,0.038316,0.73201
130,89,0.23196,0.037728,0.73031
130,90,0.23474,0.037021,0.72824
130,91,0.23805,0.036204,0.72574
130,92,0.24196,0.0353,0.72274
130,93,0.24647,0.034334,0.7192
130,94,0.25158,0.03333,0.71509
130,95,0.25724,0.032314,0.71045
130,96,0.26339,0.031301,0.7053
130,97,0.27002,0.030313,0.69967
130,98,0.27704,0.029373,0.69358
130,99,0.2844,0.0285,0.6871
130,100,0.29201,0.027706,0.68029
130,101,0.29978,0.027001,0.67322
130,102,0.30762,0.026406,0.66597
130,103,0.31542,0.025942,0.65864
130,104,0.32305,0.025628,0.65132
130,105,0.33039,0.025487,0.64412
131,1,0.35824,0.018282,0.62348
131,2,0.36997,0.017841,0.61219
131,3,0.38126,0.017648,0.60109
131,4,0.39192,0.017736,0.59035
131,5,0.40168,0.018146,0.58017
131,6,0.41023,0.018949,0.57082
131,7,0.41716,0.020255,0.56258
131,8,0.42198,0.022205,0.55582
131,9,0.42411,0.024977,0.55091
131,10,0.42289,0.028761,0.54835
131,11,0.41727,0.0338,0.54893
131,12,0.40632,0.040223,0.55345
131,13,0.38945,0.047897,0.56265
131,14,0.36652,0.05644,0.57704
131,15,0.33872,0.064603,0.59668
131,16,0.30833,0.070939,0.62073
131,17,0.27827,0.074381,0.64735
131,18,0.25151,0.074375,0.67412
131,19,0.22999,0.071317,0.69869
131,20,0.21443,0.066229,0.71934
131,21,0.20405,0.06045,0.7355
131,22,0.19807,0.054816,0.74711
131,23,0.19544,0.049932,0.75463
131,24,0.19534,0.045879,0.75878
131,25,0.19691,0.042762,0.76033
131,26,0.19942,0.04057,0.76001
131,27,0.20237,0.039166,0.75846
131,28,0.20531,0.038445,0.75625
131,29,0.20787,0.038278,0.75385
131,30,0.20993,0.0385,0.75157
131,31,0.21145,0.038957,0.74959
131,32,0.21248,0.039485,0.74804
131,33,0.21315,0.039934,0.74691
131,34,0.21373,0.040186,0.74609
131,35,0.21448,0.040155,0.74536
131,36,0.21568,0.039791,0.74453
131,37,0.21757,0.03909,0.74334
131,38,0.22032,0.038083,0.7416
131,39,0.22401,0.036832,0.73916
131,40,0.22869,0.035396,0.73591
131,41,0.23441,0.033838,0.73175
131,42,0.24116,0.032216,0.72663
131,43,0.24887,0.030578,0.72056
131,44,0.25743,0.028962,0.71361
131,45,0.26677,0.027387,0.70584
131,46,0.27682,0.025872,0.69731
131,47,0.28747,0.024438,0.68809
131,48,0.29864,0.023097,0.67827
131,49,0.31022,0.021857,0.66793
131,50,0.3221,0.020736,0.65717
131,51,0.33415,0.019752,0.6461
131,52,0.34625,0.018927,0.63482
131,53,0.35824,0.018282,0.62348
131,54,0.36997,0.017841,0.61219
131,55,0.38126,0.017648,0.60109
131,56,0.39192,0.017736,0.59035
131,57,0.40168,0.018146,0.58017
131,58,0.41023,0.018949,0.57082
131,59,0.41716,0.020255,0.56258
131,60,0.42198,0.022205,0.55582
131,61,0.42411,0.024977,0.55091
131,62,0.42289,0.028761,0.54835
131,63,0.41727,0.0338,0.54893
131,64,0.40632,0.040223,0.55345
131,65,0.38945,0.047897,0.56265
131,66,0.36652,0.05644,0.57704
131,67,0.33872,0.064603,0.59668
131,68,0.30833,0.070939,0.62073
131,69,0.27827,0.074381,0.64735
131,70,0.25151,0.074375,0.67412
131,71,0.22999,0.071317,0.69869
131,72,0.21443,0.066229,0.71934
131,73,0.20405,0.06045,0.7355
131,74,0.19807,0.054816,0.74711
131,75,0.19544,0.049932,0.75463
131,76,0.19534,0.045879,0.75878
131,77,0.19691,0.042762,0.76033
131,78,0.19942,0.04057,0.76001
131,79,0.20237,0.039166,0.75846
131,80,0.20531,0.038445,0.75625
131,81,0.20787,0.038278,0.75385
131,82,0.20993,0.0385,0.75157
131,83,0.21145,0.038957,0.74959
131,84,0.21248,0.039485,0.74804
131,85,0.21315,0.039934,0.74691
131,86,0.21373,0.040186,0.74609
131,87,0.21448,0.040155,0.74536
131,88,0.21568,0.039791,0.74453
131,89,0.21757,0.03909,0.74334
131,90,0.22032,0.038083,0.7416
131,91,0.22401,0.036832,0.73916
131,92,0.22869,0.035396,0.73591
131,93,0.23441,0.033838,0.73175
131,94,0.24116,0.032216,0.72663
131,95,0.24887,0.030578,0.72056
131,96,0.25743,0.028962,0.71361
131,97,0.26677,0.027387,0.70584
131,98,0.27682,0.025872,0.69731
131,99,0.28747,0.024438,0.68809
131,100,0.29864,0.023097,0.67827
131,101,0.31022,0.021857,0.66793
131,102,0.32209,0.020736,0.65717
131,103,0.33415,0.019753,0.6461
131,104,0.34624,0.018928,0.63483
131,105,0.35824,0.018281,0.62348
132,1,0.38055,0.012187,0.60726
132,2,0.39646,0.011301,0.59224
132,3,0.41213,0.010615,0.57725
132,4,0.42741,0.010151,0.56244
132,5,0.44209,0.0099386,0.54797
132,6,0.45598,0.010026,0.534
132,7,0.46875,0.010502,0.52074
132,8,0.48016,0.01142,0.50842
132,9,0.48966,0.012961,0.49738
132,10,0.49634,0.01547,0.48819
132,11,0.49892,0.019459,0.48162
132,12,0.49575,0.025591,0.47866
132,13,0.48397,0.034972,0.48106
132,14,0.46004,0.048652,0.49131
132,15,0.42154,0.066481,0.51198
132,16,0.36928,0.085824,0.54489
132,17,0.31041,0.10081,0.58878
132,18,0.2557,0.10607,0.63823
132,19,0.21352,0.10095,0.68553
132,20,0.18592,0.089214,0.72487
132,21,0.1704,0.07569,0.75391
132,22,0.16363,0.063459,0.77291
132,23,0.16308,0.053421,0.7835
132,24,0.16638,0.04592,0.7877
132,25,0.172,0.040634,0.78736
132,26,0.17873,0.037197,0.78407
132,27,0.18565,0.035255,0.7791
132,28,0.19213,0.034506,0.77336
132,29,0.19759,0.034713,0.7677
132,30,0.20167,0.035638,0.76269
132,31,0.2043,0.037043,0.75866
132,32,0.20553,0.038653,0.75581
132,33,0.20565,0.040163,0.75418
132,34,0.20512,0.041318,0.75356
132,35,0.20451,0.041919,0.75357
132,36,0.20439,0.041859,0.75375
132,37,0.20522,0.041137,0.75364
132,38,0.20733,0.039837,0.75283
132,39,0.21088,0.038098,0.75102
132,40,0.21596,0.036062,0.74798
132,41,0.22258,0.033856,0.74357
132,42,0.23064,0.031588,0.73777
132,43,0.24001,0.029333,0.73065
132,44,0.2506,0.027124,0.72227
132,45,0.26228,0.024994,0.71272
132,46,0.27493,0.022958,0.70211
132,47,0.28845,0.021019,0.69053
132,48,0.30272,0.019191,0.67809
132,49,0.3176,0.01749,0.66491
132,50,0.33295,0.015926,0.65112
132,51,0.34865,0.014513,0.63683
132,52,0.36457,0.013262,0.62217
132,53,0.38054,0.012195,0.60726
132,54,0.39645,0.011314,0.59224
132,55,0.41213,0.010625,0.57724
132,56,0.42742,0.010151,0.56243
132,57,0.44211,0.0099275,0.54796
132,58,0.456,0.010005,0.53399
132,59,0.46882,0.010452,0.52073
132,60,0.4802,0.011383,0.50842
132,61,0.48966,0.012948,0.49739
132,62,0.49636,0.015464,0.48818
132,63,0.499,0.019444,0.48156
132,64,0.49586,0.02557,0.47857
132,65,0.48407,0.034959,0.48097
132,66,0.46016,0.048633,0.49121
132,67,0.42165,0.066476,0.51187
132,68,0.36939,0.085823,0.54479
132,69,0.31045,0.10086,0.5887
132,70,0.25571,0.10611,0.63818
132,71,0.2135,0.10101,0.68549
132,72,0.18581,0.089282,0.7249
132,73,0.17027,0.075737,0.75399
132,74,0.16353,0.063462,0.773
132,75,0.16301,0.053407,0.78358
132,76,0.16632,0.045904,0.78777
132,77,0.17198,0.040611,0.78741
132,78,0.17872,0.037175,0.78411
132,79,0.18566,0.035232,0.77911
132,80,0.19215,0.034486,0.77336
132,81,0.19761,0.034696,0.76769
132,82,0.2017,0.035624,0.76267
132,83,0.20434,0.037035,0.75862
132,84,0.20558,0.038647,0.75578
132,85,0.20569,0.040161,0.75415
132,86,0.20515,0.041322,0.75353
132,87,0.20453,0.041927,0.75354
132,88,0.2044,0.04187,0.75373
132,89,0.20523,0.041148,0.75362
132,90,0.20732,0.039848,0.75283
132,91,0.21086,0.038107,0.75103
132,92,0.21594,0.036067,0.74799
132,93,0.22257,0.033856,0.74357
132,94,0.23063,0.031589,0.73778
132,95,0.24001,0.029332,0.73066
132,96,0.2506,0.027123,0.72228
132,97,0.26227,0.024994,0.71273
132,98,0.27492,0.022958,0.70212
132,99,0.28845,0.021017,0.69053
132,100,0.30272,0.01919,0.67809
132,101,0.31759,0.017489,0.66492
132,102,0.33295,0.015926,0.65113
132,103,0.34865,0.014512,0.63684
132,104,0.36457,0.013259,0.62217
132,105,0.38056,0.012181,0.60726
133,1,0.3963,0.0077508,0.59595
133,2,0.41506,0.0066795,0.57826
133,3,0.43362,0.0058092,0.56057
133,4,0.45185,0.0051338,0.54302
133,5,0.46961,0.0046483,0.52574
133,6,0.48681,0.0043448,0.50885
133,7,0.50333,0.0042258,0.49245
133,8,0.51901,0.0043236,0.47667
133,9,0.53365,0.004701,0.46165
133,10,0.54693,0.0054816,0.44759
133,11,0.55834,0.0068812,0.43477
133,12,0.56681,0.0094087,0.42378
133,13,0.57047,0.013959,0.41557
133,14,0.56552,0.022513,0.41197
133,15,0.54486,0.038385,0.41675
133,16,0.49825,0.065767,0.43599
133,17,0.41817,0.1043,0.47753
133,18,0.31751,0.13867,0.54382
133,19,0.22841,0.14812,0.62347
133,20,0.17085,0.13219,0.69695
133,21,0.14131,0.10629,0.7524
133,22,0.12972,0.082056,0.78822
133,23,0.12913,0.063127,0.80774
133,24,0.13469,0.049798,0.81551
133,25,0.14366,0.040905,0.81543
133,26,0.15426,0.035292,0.81045
133,27,0.16527,0.032082,0.80265
133,28,0.17572,0.030653,0.79363
133,29,0.18491,0.030634,0.78446
133,30,0.19226,0.031736,0.77601
133,31,0.19735,0.03368,0.76897
133,32,0.20011,0.036167,0.76373
133,33,0.20075,0.038796,0.76045
133,34,0.19985,0.041109,0.75904
133,35,0.19821,0.042724,0.75906
133,36,0.19675,0.043372,0.75987
133,37,0.19629,0.042993,0.76072
133,38,0.19741,0.041679,0.76092
133,39,0.20039,0.039645,0.75996
133,40,0.20538,0.037139,0.75748
133,41,0.21236,0.034375,0.75327
133,42,0.22121,0.031522,0.74726
133,43,0.23177,0.02869,0.73954
133,44,0.24389,0.025931,0.73018
133,45,0.25738,0.023285,0.71934
133,46,0.2721,0.020769,0.70713
133,47,0.28791,0.018386,0.6937
133,48,0.30466,0.016155,0.67919
133,49,0.32215,0.014092,0.66376
133,50,0.34023,0.012208,0.64756
133,51,0.35872,0.010517,0.63077
133,52,0.37746,0.0090288,0.61351
133,53,0.3963,0.0077508,0.59595
133,54,0.41506,0.0066795,0.57826
133,55,0.43362,0.0058092,0.56057
133,56,0.45185,0.0051338,0.54302
133,57,0.46961,0.0046483,0.52574
133,58,0.48681,0.0043448,0.50885
133,59,0.50333,0.0042258,0.49245
133,60,0.51901,0.0043236,0.47667
133,61,0.53365,0.004701,0.46165
133,62,0.54693,0.0054816,0.44759
133,63,0.55834,0.0068812,0.43477
133,64,0.56681,0.0094087,0.42378
133,65,0.57047,0.013959,0.41557
133,66,0.56552,0.022513,0.41197
133,67,0.54486,0.038385,0.41675
133,68,0.49825,0.065767,0.43599
133,69,0.41817,0.1043,0.47753
133,70,0.31751,0.13867,0.54382
133,71,0.22841,0.14812,0.62347
133,72,0.17085,0.13219,0.69695
133,73,0.14131,0.10629,0.7524
133,74,0.12972,0.082056,0.78822
133,75,0.12913,0.063127,0.80774
133,76,0.13469,0.049798,0.81551
133,77,0.14366,0.040905,0.81543
133,78,0.15426,0.035292,0.81045
133,79,0.16527,0.032082,0.80265
133,80,0.17572,0.030653,0.79363
133,81,0.18491,0.030634,0.78446
133,82,0.19226,0.031736,0.77601
133,83,0.19735,0.03368,0.76897
133,84,0.20011,0.036167,0.76373
133,85,0.20075,0.038796,0.76045
133,86,0.19985,0.041109,0.75904
133,87,0.19821,0.042724,0.75906
133,88,0.19675,0.043372,0.75987
133,89,0.19629,0.042993,0.76072
133,90,0.19741,0.041679,0.76092
133,91,0.20039,0.039645,0.75996
133,92,0.20538,0.037139,0.75748
133,93,0.21236,0.034375,0.75327
133,94,0.22121,0.031522,0.74726
133,95,0.23177,0.02869,0.73954
133,96,0.24389,0.025931,0.73018
133,97,0.25738,0.023285,0.71934
133,98,0.2721,0.020769,0.70713
133,99,0.28791,0.018386,0.6937
133,100,0.30466,0.016155,0.67919
133,101,0.32215,0.014092,0.66376
133,102,0.34023,0.012208,0.64756
133,103,0.35872,0.010517,0.63077
133,104,0.37746,0.0090286,0.61351
133,105,0.3963,0.0077492,0.59595
134,1,0.40661,0.0048451,0.58855
134,2,0.42705,0.003819,0.56913
134,3,0.44716,0.0030212,0.54982
134,4,0.46679,0.0024172,0.53079
134,5,0.4859,0.0019734,0.51213
134,6,0.50442,0.0016608,0.49391
134,7,0.52232,0.001459,0.47622
134,8,0.53955,0.0013547,0.45909
134,9,0.55608,0.0013451,0.44258
134,10,0.57183,0.0014489,0.42672
134,11,0.5867,0.0017155,0.41159
134,12,0.60046,0.0022487,0.39729
134,13,0.6126,0.0033193,0.38408
134,14,0.62204,0.0055264,0.37243
134,15,0.62603,0.010422,0.36355
134,16,0.61778,0.02194,0.36028
134,17,0.58077,0.049359,0.36987
134,18,0.48795,0.10491,0.40714
134,19,0.33952,0.17246,0.48802
134,20,0.20623,0.19455,0.59922
134,21,0.1338,0.16465,0.70155
134,22,0.10534,0.12172,0.77294
134,23,0.098877,0.086658,0.81446
134,24,0.10348,0.062434,0.83408
134,25,0.1136,0.046911,0.83949
134,26,0.12647,0.037308,0.83623
134,27,0.14038,0.031681,0.82794
134,28,0.15419,0.028704,0.81711
134,29,0.16698,0.02769,0.80533
134,30,0.17798,0.028175,0.79384
134,31,0.18658,0.029862,0.78356
134,32,0.19237,0.032479,0.77515
134,33,0.19527,0.035639,0.76909
134,34,0.19566,0.038858,0.76549
134,35,0.19435,0.04157,0.76408
134,36,0.19246,0.043281,0.76425
134,37,0.19112,0.043713,0.76517
134,38,0.19123,0.042857,0.76592
134,39,0.1934,0.040941,0.76566
134,40,0.19797,0.038255,0.76377
134,41,0.2049,0.035149,0.75995
134,42,0.21403,0.031884,0.75408
134,43,0.22523,0.028583,0.74618
134,44,0.23829,0.025351,0.73636
134,45,0.25303,0.022243,0.72473
134,46,0.26928,0.019284,0.71143
134,47,0.28682,0.016507,0.69667
134,48,0.30543,0.013934,0.68064
134,49,0.32487,0.011589,0.66354
134,50,0.34493,0.0094966,0.64557
134,51,0.36538,0.007674,0.62695
134,52,0.38599,0.006125,0.60788
134,53,0.40661,0.0048451,0.58855
134,54,0.42705,0.003819,0.56913
134,55,0.44716,0.0030212,0.54982
134,56,0.46679,0.0024172,0.53079
134,57,0.4859,0.0019734,0.51213
134,58,0.50442,0.0016608,0.49391
134,59,0.52232,0.001459,0.47622
134,60,0.53955,0.0013547,0.45909
134,61,0.55608,0.0013451,0.44258
134,62,0.57183,0.0014489,0.42672
134,63,0.5867,0.0017155,0.41159
134,64,0.60046,0.0022487,0.39729
134,65,0.6126,0.0033193,0.38408
134,66,0.62204,0.0055264,0.37243
134,67,0.62603,0.010422,0.36355
134,68,0.61778,0.02194,0.36028
134,69,0.58077,0.049359,0.36987
134,70,0.48795,0.10491,0.40714
134,71,0.33952,0.17246,0.48802
134,72,0.20623,0.19455,0.59922
134,73,0.1338,0.16465,0.70155
134,74,0.10534,0.12172,0.77294
134,75,0.098877,0.086658,0.81446
134,76,0.10348,0.062434,0.83408
134,77,0.1136,0.046911,0.83949
134,78,0.12647,0.037308,0.83623
134,79,0.14038,0.031681,0.82794
134,80,0.15419,0.028704,0.81711
134,81,0.16698,0.02769,0.80533
134,82,0.17798,0.028175,0.79384
134,83,0.18658,0.029862,0.78356
134,84,0.19237,0.032479,0.77515
134,85,0.19527,0.035639,0.76909
134,86,0.19566,0.038858,0.76549
134,87,0.19435,0.04157,0.76408
134,88,0.19246,0.043281,0.76425
134,89,0.19112,0.043713,0.76517
134,90,0.19123,0.042857,0.76592
134,91,0.1934,0.040941,0.76566
134,92,0.19797,0.038255,0.76377
134,93,0.2049,0.035149,0.75995
134,94,0.21403,0.031884,0.75408
134,95,0.22523,0.028583,0.74618
134,96,0.23829,0.025351,0.73636
134,97,0.25303,0.022243,0.72473
134,98,0.26928,0.019284,0.71143
134,99,0.28682,0.016507,0.69667
134,100,0.30543,0.013934,0.68064
134,101,0.32487,0.011589,0.66354
134,102,0.34493,0.0094966,0.64557
134,103,0.3654,0.0076749,0.62693
134,104,0.38603,0.0061294,0.60784
134,105,0.40665,0.004854,0.5885
135,1,0.4137,0.0030384,0.58326
135,2,0.43494,0.0021758,0.56288
135,3,0.45568,0.0015506,0.54276
135,4,0.47584,0.001109,0.52305
135,5,0.49536,0.00080616,0.50384
135,6,0.51422,0.00060284,0.48518
135,7,0.53241,0.00047034,0.46712
135,8,0.54995,0.00038859,0.44967
135,9,0.56682,0.0003457,0.43284
135,10,0.58303,0.00033588,0.41663
135,11,0.59859,0.00036256,0.40104
135,12,0.61347,0.00044165,0.38608
135,13,0.62761,0.00061283,0.37177
135,14,0.64082,0.00098851,0.35819
135,15,0.65263,0.0018553,0.34552
135,16,0.66157,0.0041083,0.33432
135,17,0.66307,0.010634,0.32629
135,18,0.64185,0.031191,0.32695
135,19,0.55515,0.091387,0.35347
135,20,0.36486,0.19637,0.43877
135,21,0.18464,0.23766,0.57771
135,22,0.10304,0.19138,0.70558
135,23,0.078953,0.13201,0.78904
135,24,0.077869,0.088494,0.83364
135,25,0.086443,0.061074,0.85248
135,26,0.09959,0.044563,0.85585
135,27,0.11479,0.034921,0.85029
135,28,0.13062,0.029469,0.83991
135,29,0.14594,0.026856,0.8272
135,30,0.15989,0.026203,0.81391
135,31,0.17172,0.027075,0.8012
135,32,0.18081,0.029168,0.79002
135,33,0.18679,0.032164,0.78105
135,34,0.18971,0.035646,0.77464
135,35,0.19014,0.038986,0.77087
135,36,0.18909,0.041577,0.76933
135,37,0.18784,0.042927,0.76923
135,38,0.18759,0.042858,0.76955
135,39,0.18923,0.041457,0.76931
135,40,0.19325,0.039004,0.76775
135,41,0.19981,0.035869,0.76432
135,42,0.20892,0.032357,0.75872
135,43,0.22043,0.028709,0.75086
135,44,0.23414,0.025093,0.74077
135,45,0.24981,0.02158,0.72861
135,46,0.26718,0.018231,0.71459
135,47,0.28598,0.015101,0.69892
135,48,0.30601,0.012243,0.68175
135,49,0.32693,0.0096953,0.66338
135,50,0.34844,0.0074978,0.64406
135,51,0.37025,0.0056664,0.62408
135,52,0.39208,0.0041884,0.60373
135,53,0.4137,0.0030369,0.58326
135,54,0.43495,0.0021756,0.56288
135,55,0.45568,0.0015498,0.54277
135,56,0.47584,0.0011085,0.52305
135,57,0.49536,0.00080592,0.50384
135,58,0.51422,0.00060263,0.48518
135,59,0.53241,0.00047008,0.46711
135,60,0.54995,0.00038855,0.44967
135,61,0.56682,0.00034565,0.43284
135,62,0.58304,0.00033583,0.41663
135,63,0.5986,0.00036254,0.40104
135,64,0.61348,0.00044145,0.38608
135,65,0.62761,0.00061288,0.37177
135,66,0.64082,0.00098839,0.35819
135,67,0.65263,0.0018555,0.34552
135,68,0.66158,0.0041065,0.33432
135,69,0.66308,0.010634,0.32629
135,70,0.64186,0.031188,0.32695
135,71,0.55509,0.091431,0.35348
135,72,0.36492,0.19634,0.43873
135,73,0.18485,0.2375,0.57765
135,74,0.10322,0.19134,0.70544
135,75,0.079091,0.13201,0.7889
135,76,0.077933,0.088539,0.83353
135,77,0.08647,0.061119,0.85241
135,78,0.099607,0.04459,0.8558
135,79,0.11478,0.034947,0.85027
135,80,0.1306,0.029493,0.83991
135,81,0.14591,0.026873,0.82721
135,82,0.15985,0.026218,0.81393
135,83,0.17168,0.027085,0.80123
135,84,0.18077,0.029174,0.79005
135,85,0.18676,0.032165,0.78108
135,86,0.18968,0.035642,0.77468
135,87,0.19012,0.038982,0.7709
135,88,0.18908,0.041569,0.76935
135,89,0.18784,0.042918,0.76924
135,90,0.1876,0.042842,0.76956
135,91,0.18925,0.04144,0.76931
135,92,0.19327,0.038991,0.76774
135,93,0.19984,0.035863,0.76429
135,94,0.20895,0.032357,0.75869
135,95,0.22045,0.028711,0.75084
135,96,0.23415,0.025092,0.74076
135,97,0.24983,0.021584,0.72859
135,98,0.2672,0.018239,0.71456
135,99,0.28601,0.015107,0.69888
135,100,0.30601,0.012246,0.68174
135,101,0.32693,0.0096977,0.66337
135,102,0.34843,0.0074961,0.64407
135,103,0.37024,0.0056639,0.62409
135,104,0.39208,0.0041899,0.60373
135,105,0.4137,0.0030393,0.58326
136,1,0.41924,0.0018956,0.57886
136,2,0.44084,0.0012264,0.55793
136,3,0.4618,0.00078243,0.53742
136,4,0.48206,0.00049782,0.51744
136,5,0.50162,0.00032003,0.49806
136,6,0.52047,0.0002111,0.47932
136,7,0.53862,0.00014522,0.46124
136,8,0.55609,0.00010602,0.4438
136,9,0.5729,8.3701e-05,0.42701
136,10,0.58908,7.2805e-05,0.41085
136,11,0.60464,7.0912e-05,0.39529
136,12,0.61959,7.9107e-05,0.38033
136,13,0.63395,0.00010255,0.36594
136,14,0.64771,0.00015551,0.35213
136,15,0.66082,0.0002831,0.3389
136,16,0.67306,0.00061904,0.32632
136,17,0.68371,0.0016491,0.31464
136,18,0.68984,0.0053368,0.30482
136,19,0.67869,0.020403,0.3009
136,20,0.59834,0.081511,0.32015
136,21,0.3669,0.22243,0.41067
136,22,0.15192,0.27271,0.57537
136,23,0.076388,0.20407,0.71954
136,24,0.060807,0.1327,0.80649
136,25,0.064941,0.085673,0.84939
136,26,0.076646,0.057873,0.86548
136,27,0.091744,0.041934,0.86632
136,28,0.10838,0.032846,0.85877
136,29,0.12509,0.028054,0.84686
136,30,0.14096,0.025939,0.83311
136,31,0.15515,0.02575,0.8191
136,32,0.16692,0.027032,0.80605
136,33,0.17576,0.029473,0.79477
136,34,0.18141,0.032691,0.7859
136,35,0.18413,0.036157,0.77971
136,36,0.18473,0.039233,0.77604
136,37,0.18442,0.041299,0.77428
136,38,0.18449,0.041972,0.77354
136,39,0.18606,0.041152,0.77278
136,40,0.18988,0.039075,0.77105
136,41,0.19635,0.036061,0.76759
136,42,0.20555,0.032483,0.76196
136,43,0.21734,0.028685,0.75398
136,44,0.23155,0.024807,0.74364
136,45,0.24791,0.020972,0.73112
136,46,0.26617,0.017299,0.71653
136,47,0.28608,0.013899,0.70002
136,48,0.30726,0.010838,0.68191
136,49,0.32931,0.0081824,0.66251
136,50,0.35187,0.0059704,0.64216
136,51,0.37456,0.0042046,0.62123
136,52,0.3971,0.0028653,0.60004
136,53,0.41924,0.0018956,0.57886
136,54,0.44084,0.0012264,0.55793
136,55,0.4618,0.00078243,0.53742
136,56,0.48206,0.00049782,0.51744
136,57,0.50162,0.00032003,0.49806
136,58,0.52047,0.0002111,0.47932
136,59,0.53862,0.00014522,0.46124
136,60,0.55609,0.00010602,0.4438
136,61,0.5729,8.3701e-05,0.42701
136,62,0.58908,7.2805e-05,0.41085
136,63,0.60464,7.0912e-05,0.39529
136,64,0.61959,7.9107e-05,0.38033
136,65,0.63395,0.00010255,0.36594
136,66,0.64771,0.00015551,0.35213
