group,time,susceptible,infected,recovered
29,78,0.80913,0.0082555,0.18262
29,79,0.79672,0.018781,0.1845
29,80,0.76079,0.041831,0.19738
29,81,0.68292,0.084881,0.23219
29,82,0.55665,0.14202,0.30132
29,83,0.4154,0.18136,0.40323
29,84,0.30504,0.18065,0.51431
29,85,0.24034,0.15041,0.60925
29,86,0.20952,0.11382,0.67666
29,87,0.19976,0.082423,0.71782
29,88,0.20255,0.058852,0.7386
29,89,0.21311,0.042066,0.74482
29,90,0.22849,0.030375,0.74114
29,91,0.24682,0.02223,0.73095
29,92,0.26725,0.016452,0.7163
29,93,0.28885,0.012326,0.69883
29,94,0.31096,0.0093561,0.67968
29,95,0.33337,0.0071502,0.65948
29,96,0.35578,0.0054799,0.63874
29,97,0.37802,0.0041974,0.61779
29,98,0.39995,0.003206,0.59684
29,99,0.42147,0.0024326,0.5761
29,100,0.4425,0.0018309,0.55567
29,101,0.46298,0.0013667,0.53565
29,102,0.48287,0.0010094,0.51612
29,103,0.50215,0.00073887,0.49711
29,104,0.5208,0.00053715,0.47866
29,105,0.53881,0.00038797,0.4608
30,1,0.52464,0.00024677,0.47512
30,2,0.54262,0.00016484,0.45721
30,3,0.55995,0.00010984,0.43994
30,4,0.57663,7.329e-05,0.42329
30,5,0.59269,4.9483e-05,0.40726
30,6,0.60815,3.3798e-05,0.39182
30,7,0.62302,2.3626e-05,0.37695
30,8,0.63733,1.7033e-05,0.36265
30,9,0.6511,1.273e-05,0.34889
30,10,0.66435,9.957e-06,0.33564
30,11,0.67709,8.1673e-06,0.3229
30,12,0.68935,7.0614e-06,0.31064
30,13,0.70115,6.5746e-06,0.29885
30,14,0.71249,6.5847e-06,0.2875
30,15,0.72341,6.9877e-06,0.27659
30,16,0.73391,7.9559e-06,0.26609
30,17,0.744,9.9437e-06,0.25599
30,18,0.75371,1.3688e-05,0.24627
30,19,0.76305,2.0511e-05,0.23693
30,20,0.77202,3.2843e-05,0.22795
30,21,0.78062,5.6701e-05,0.21932
30,22,0.78885,0.00010789,0.21105
30,23,0.79664,0.00021985,0.20314
30,24,0.80387,0.00047961,0.19565
30,25,0.81015,0.0011165,0.18873
30,26,0.81445,0.0027409,0.18281
30,27,0.81402,0.0069974,0.17898
30,28,0.80158,0.018167,0.18025
30,29,0.76025,0.04567,0.19408
30,30,0.66381,0.10078,0.23541
30,31,0.50911,0.17058,0.3203
30,32,0.354,0.20555,0.44045
30,33,0.25141,0.18754,0.56105
30,34,0.2004,0.14534,0.65426
30,35,0.18078,0.10463,0.71459
30,36,0.17855,0.07336,0.74809
30,37,0.18712,0.051022,0.76185
30,38,0.20186,0.035782,0.76236
30,39,0.22039,0.025428,0.75418
30,40,0.24131,0.018325,0.74036
30,41,0.26358,0.013386,0.72303
30,42,0.28665,0.009875,0.70347
30,43,0.31007,0.0073245,0.68261
30,44,0.33353,0.005441,0.66103
30,45,0.35683,0.0040313,0.63914
30,46,0.37978,0.0029643,0.61725
30,47,0.40229,0.0021598,0.59555
30,48,0.42425,0.001553,0.57419
30,49,0.44561,0.0011007,0.55329
30,50,0.46632,0.00076949,0.53291
30,51,0.48636,0.00052938,0.51311
30,52,0.50572,0.00036008,0.49392
30,53,0.52439,0.00024203,0.47537
30,54,0.54239,0.00016171,0.45745
30,55,0.55973,0.00010769,0.44016
30,56,0.57642,7.1878e-05,0.42351
30,57,0.59249,4.8513e-05,0.40746
30,58,0.60795,3.3124e-05,0.39201
30,59,0.62283,2.3165e-05,0.37714
30,60,0.63715,1.6696e-05,0.36283
30,61,0.65093,1.2481e-05,0.34906
30,62,0.66418,9.7558e-06,0.33581
30,63,0.67693,7.9885e-06,0.32306
30,64,0.6892,6.9116e-06,0.3108
30,65,0.701,6.446e-06,0.299
30,66,0.71235,6.4197e-06,0.28765
30,67,0.72327,6.7981e-06,0.27672
30,68,0.73377,7.7738e-06,0.26622
30,69,0.74388,9.7674e-06,0.25611
30,70,0.75359,1.3427e-05,0.24639
30,71,0.76293,2.0132e-05,0.23705
30,72,0.77191,3.1986e-05,0.22806
30,73,0.78052,5.5551e-05,0.21943
30,74,0.78875,0.00010571,0.21115
30,75,0.79655,0.0002147,0.20323
30,76,0.80379,0.00046932,0.19574
30,77,0.8101,0.0010912,0.18881
30,78,0.81447,0.0026812,0.18285
30,79,0.8142,0.0068435,0.17895
30,80,0.80217,0.017783,0.18005
30,81,0.76177,0.044769,0.19346
30,82,0.6667,0.099304,0.23399
30,83,0.51294,0.16923,0.31783
30,84,0.35718,0.20525,0.43758
30,85,0.25317,0.18817,0.55866
30,86,0.20335,0.14483,0.65182
30,87,0.18306,0.10476,0.71218
30,88,0.18056,0.073605,0.74583
30,89,0.18874,0.051364,0.7599
30,90,0.20318,0.036114,0.7607
30,91,0.22147,0.025719,0.75281
30,92,0.24221,0.018563,0.73922
30,93,0.26434,0.013577,0.72208
30,94,0.2873,0.010026,0.70268
30,95,0.31062,0.0074432,0.68193
30,96,0.33401,0.0055321,0.66045
30,97,0.35725,0.0041014,0.63864
30,98,0.38017,0.0030171,0.61682
30,99,0.40264,0.0021987,0.59516
30,100,0.42458,0.0015819,0.57384
30,101,0.44591,0.0011212,0.55297
30,102,0.46661,0.00078409,0.53261
30,103,0.48663,0.00053955,0.51283
30,104,0.50597,0.00036697,0.49366
30,105,0.52464,0.00024689,0.47512
31,1,0.51278,0.00015832,0.48706
31,2,0.53125,9.8301e-05,0.46865
31,3,0.54903,6.0923e-05,0.4509
31,4,0.56615,3.7536e-05,0.43381
31,5,0.58262,2.3407e-05,0.41736
31,6,0.59847,1.4783e-05,0.40152
31,7,0.61372,9.5045e-06,0.38627
31,8,0.62838,6.3558e-06,0.37161
31,9,0.6425,4.4073e-06,0.3575
31,10,0.65607,3.2159e-06,0.34392
31,11,0.66914,2.4744e-06,0.33086
31,12,0.6817,2.0034e-06,0.3183
31,13,0.69379,1.7624e-06,0.30621
31,14,0.70542,1.7268e-06,0.29458
31,15,0.71661,1.785e-06,0.28339
31,16,0.72737,1.9351e-06,0.27263
31,17,0.73772,2.3037e-06,0.26228
31,18,0.74768,3.1466e-06,0.25232
31,19,0.75726,4.8485e-06,0.24274
31,20,0.76647,8.2314e-06,0.23352
31,21,0.77533,1.4608e-05,0.22466
31,22,0.78383,2.7899e-05,0.21614
31,23,0.79198,6.105e-05,0.20796
31,24,0.79973,0.00014259,0.20013
31,25,0.80696,0.00035571,0.19269
31,26,0.81326,0.00095332,0.18578
31,27,0.81744,0.0026866,0.17987
31,28,0.81582,0.007837,0.17634
31,29,0.79767,0.022962,0.17937
31,30,0.7371,0.062784,0.20012
31,31,0.60101,0.13881,0.26018
31,32,0.41634,0.21068,0.37297
31,33,0.27195,0.21801,0.51005
31,34,0.19648,0.17618,0.62735
31,35,0.16626,0.12681,0.70693
31,36,0.15936,0.087547,0.75309
31,37,0.16617,0.059533,0.7743
31,38,0.18038,0.04076,0.77886
31,39,0.19905,0.02828,0.77267
31,40,0.22044,0.01992,0.75964
31,41,0.24339,0.014227,0.74239
31,42,0.26724,0.010261,0.7225
31,43,0.29149,0.0074338,0.70108
31,44,0.31581,0.0053872,0.6788
31,45,0.33994,0.0038797,0.65618
31,46,0.36372,0.0027669,0.63351
31,47,0.387,0.0019453,0.61105
31,48,0.4097,0.0013432,0.58896
31,49,0.43173,0.00091092,0.56735
31,50,0.45308,0.00060426,0.54632
31,51,0.4737,0.0003937,0.52591
31,52,0.4936,0.00025136,0.50615
31,53,0.51278,0.00015832,0.48706
31,54,0.53125,9.8301e-05,0.46865
31,55,0.54903,6.0923e-05,0.4509
31,56,0.56615,3.7536e-05,0.43381
31,57,0.58262,2.3407e-05,0.41736
31,58,0.59847,1.4783e-05,0.40152
31,59,0.61372,9.5045e-06,0.38627
31,60,0.62838,6.3558e-06,0.37161
31,61,0.6425,4.4073e-06,0.3575
31,62,0.65607,3.2159e-06,0.34392
31,63,0.66914,2.4744e-06,0.33086
31,64,0.6817,2.0033e-06,0.3183
31,65,0.69379,1.7624e-06,0.30621
31,66,0.70542,1.7268e-06,0.29458
31,67,0.71661,1.785e-06,0.28339
31,68,0.72737,1.9351e-06,0.27263
31,69,0.73772,2.3037e-06,0.26228
31,70,0.74768,3.1466e-06,0.25232
31,71,0.75726,4.8485e-06,0.24274
31,72,0.76647,8.2314e-06,0.23352
31,73,0.77533,1.4608e-05,0.22466
31,74,0.78383,2.7899e-05,0.21614
31,75,0.79198,6.105e-05,0.20796
31,76,0.79973,0.00014259,0.20013
31,77,0.80696,0.00035571,0.19269
31,78,0.81326,0.00095332,0.18578
31,79,0.81744,0.0026866,0.17987
31,80,0.81582,0.007837,0.17634
31,81,0.79767,0.022962,0.17937
31,82,0.7371,0.062784,0.20012
31,83,0.60101,0.13881,0.26018
31,84,0.41634,0.21068,0.37297
31,85,0.27195,0.21801,0.51005
31,86,0.19648,0.17618,0.62735
31,87,0.16626,0.12681,0.70693
31,88,0.15936,0.087546,0.75309
31,89,0.16617,0.059533,0.7743
31,90,0.18038,0.04076,0.77886
31,91,0.19905,0.02828,0.77267
31,92,0.22044,0.01992,0.75964
31,93,0.24339,0.014227,0.74239
31,94,0.26724,0.010261,0.7225
31,95,0.29149,0.0074338,0.70108
31,96,0.31581,0.0053872,0.6788
31,97,0.33994,0.0038797,0.65618
31,98,0.36372,0.0027669,0.63351
31,99,0.387,0.0019453,0.61105
31,100,0.4097,0.0013432,0.58896
31,101,0.43173,0.00091092,0.56735
31,102,0.45308,0.00060426,0.54632
31,103,0.4737,0.0003937,0.52591
31,104,0.4936,0.00025134,0.50615
31,105,0.51278,0.00015833,0.48706
32,1,0.50402,0.00010737,0.49588
32,2,0.52284,6.257e-05,0.4771
32,3,0.54095,3.5901e-05,0.45901
32,4,0.55838,2.0715e-05,0.4416
32,5,0.57515,1.1844e-05,0.42483
32,6,0.59129,7.0011e-06,0.4087
32,7,0.60681,4.167e-06,0.39318
32,8,0.62174,2.5552e-06,0.37825
32,9,0.63611,1.6669e-06,0.36389
32,10,0.64993,1.1345e-06,0.35007
32,11,0.66323,8.2967e-07,0.33677
32,12,0.67602,6.4953e-07,0.32398
32,13,0.68832,5.353e-07,0.31168
32,14,0.70016,4.7685e-07,0.29984
32,15,0.71155,6.4838e-07,0.28845
32,16,0.7225,8.9692e-07,0.2775
32,17,0.73304,9.8001e-07,0.26696
32,18,0.74318,9.0984e-07,0.25682
32,19,0.75293,9.5317e-07,0.24706
32,20,0.76232,1.6314e-06,0.23768
32,21,0.77134,3.7205e-06,0.22866
32,22,0.78002,8.3435e-06,0.21998
32,23,0.78835,1.9525e-05,0.21163
32,24,0.79634,4.4605e-05,0.20361
32,25,0.80394,0.00012392,0.19593
32,26,0.811,0.00036093,0.18864
32,27,0.81695,0.001117,0.18194
32,28,0.81989,0.0036234,0.17649
32,29,0.81337,0.012023,0.17461
32,30,0.77752,0.038676,0.1838
32,31,0.66989,0.10625,0.22386
32,32,0.47622,0.20183,0.32195
32,33,0.29412,0.23929,0.46659
32,34,0.19554,0.20154,0.60292
32,35,0.1561,0.14537,0.69853
32,36,0.14561,0.099214,0.75518
32,37,0.15095,0.066476,0.78257
32,38,0.16473,0.04478,0.79049
32,39,0.18346,0.030575,0.78596
32,40,0.20516,0.021207,0.77363
32,41,0.22858,0.014917,0.7565
32,42,0.25299,0.010591,0.73642
32,43,0.27784,0.007545,0.71462
32,44,0.30278,0.0053654,0.69185
32,45,0.32753,0.0037798,0.66869
32,46,0.35191,0.0026287,0.64546
32,47,0.37576,0.001792,0.62245
32,48,0.39898,0.0011959,0.59982
32,49,0.42152,0.00077775,0.57771
32,50,0.44331,0.00049325,0.55619
32,51,0.46436,0.00030467,0.53534
32,52,0.48465,0.00018396,0.51517
32,53,0.50419,0.00010851,0.4957
32,54,0.52301,6.3289e-05,0.47693
32,55,0.54112,3.6281e-05,0.45885
32,56,0.55854,2.0952e-05,0.44144
32,57,0.5753,1.1993e-05,0.42468
32,58,0.59143,7.0383e-06,0.40856
32,59,0.60695,4.2323e-06,0.39305
32,60,0.62188,2.5886e-06,0.37812
32,61,0.63624,1.6749e-06,0.36376
32,62,0.65005,1.1424e-06,0.34995
32,63,0.66334,8.2814e-07,0.33665
32,64,0.67613,6.5136e-07,0.32387
32,65,0.68843,5.5136e-07,0.31157
32,66,0.70026,4.9851e-07,0.29973
32,67,0.71165,5.2807e-07,0.28835
32,68,0.7226,1.4247e-06,0.2774
32,69,0.73313,2.3775e-06,0.26686
32,70,0.74327,2.5107e-06,0.25673
32,71,0.75302,1.7672e-06,0.24698
32,72,0.7624,9.0921e-07,0.2376
32,73,0.77142,1.5178e-06,0.22857
32,74,0.7801,5.9934e-06,0.2199
32,75,0.78843,1.7555e-05,0.21155
32,76,0.79642,4.3993e-05,0.20354
32,77,0.80402,0.00011916,0.19586
32,78,0.81109,0.00034603,0.18857
32,79,0.81709,0.0010702,0.18184
32,80,0.82018,0.0034767,0.17634
32,81,0.81418,0.011543,0.17428
32,82,0.77988,0.037249,0.18287
32,83,0.67526,0.10328,0.22145
32,84,0.48331,0.19921,0.31747
32,85,0.29892,0.23967,0.46141
32,86,0.19606,0.20483,0.59911
32,87,0.15436,0.14819,0.69745
32,88,0.14401,0.10056,0.75543
32,89,0.14934,0.067165,0.7835
32,90,0.16322,0.045094,0.79168
32,91,0.18193,0.030703,0.78736
32,92,0.20385,0.021185,0.77496
32,93,0.22745,0.014849,0.7577
32,94,0.25194,0.010525,0.73754
32,95,0.27687,0.0074901,0.71564
32,96,0.30187,0.0053166,0.69281
32,97,0.32668,0.0037455,0.66957
32,98,0.3511,0.0025995,0.6463
32,99,0.37499,0.0017733,0.62323
32,100,0.39825,0.0011812,0.60057
32,101,0.42082,0.00076875,0.57841
32,102,0.44264,0.0004868,0.55687
32,103,0.46372,0.00030098,0.53598
32,104,0.48403,0.00018128,0.51579
32,105,0.5036,0.00010733,0.49629
33,1,0.54944,0.014458,0.43611
33,2,0.55609,0.014456,0.42945
33,3,0.56238,0.014539,0.42308
33,4,0.56824,0.014717,0.41705
33,5,0.57359,0.015002,0.41141
33,6,0.57836,0.015408,0.40623
33,7,0.58247,0.015953,0.40157
33,8,0.58584,0.016655,0.39751
33,9,0.5884,0.017523,0.39408
33,10,0.58997,0.018593,0.39144
33,11,0.59037,0.019896,0.38973
33,12,0.58943,0.021454,0.38911
33,13,0.58701,0.023274,0.38971
33,14,0.583,0.025356,0.39165
33,15,0.57729,0.027685,0.39502
33,16,0.56984,0.030235,0.39992
33,17,0.56061,0.032969,0.40643
33,18,0.54963,0.03579,0.41458
33,19,0.5371,0.038548,0.42435
33,20,0.52331,0.041089,0.4356
33,21,0.50867,0.043265,0.44807
33,22,0.4937,0.044927,0.46138
33,23,0.47892,0.045944,0.47513
33,24,0.46489,0.046273,0.48884
33,25,0.45211,0.045927,0.50196
33,26,0.44095,0.04496,0.51409
33,27,0.43163,0.043469,0.5249
33,28,0.42424,0.041588,0.53417
33,29,0.41881,0.039456,0.54173
33,30,0.4153,0.037205,0.5475
33,31,0.41358,0.034942,0.55148
33,32,0.41351,0.032747,0.55374
33,33,0.41489,0.030676,0.55443
33,34,0.41749,0.028756,0.55376
33,35,0.42116,0.026994,0.55184
33,36,0.42574,0.0254,0.54886
33,37,0.43108,0.023968,0.54495
33,38,0.43705,0.022687,0.54026
33,39,0.44355,0.021537,0.53491
33,40,0.45047,0.02051,0.52902
33,41,0.45773,0.019594,0.52268
33,42,0.46523,0.018779,0.51599
33,43,0.47291,0.018052,0.50904
33,44,0.48072,0.017405,0.50188
33,45,0.48861,0.016824,0.49456
33,46,0.49655,0.016309,0.48714
33,47,0.50448,0.015854,0.47967
33,48,0.51235,0.015459,0.47219
33,49,0.52014,0.015122,0.46474
33,50,0.52778,0.014844,0.45737
33,51,0.53525,0.014628,0.45012
33,52,0.5425,0.014477,0.44302
33,53,0.54949,0.014397,0.43612
33,54,0.55617,0.014396,0.42943
33,55,0.5625,0.014483,0.42302
33,56,0.56839,0.014665,0.41694
33,57,0.57379,0.014956,0.41125
33,58,0.5786,0.015367,0.40603
33,59,0.58274,0.015915,0.40135
33,60,0.5861,0.016619,0.39728
33,61,0.58859,0.017499,0.39391
33,62,0.59008,0.01858,0.39134
33,63,0.59053,0.019871,0.3896
33,64,0.58976,0.021401,0.38884
33,65,0.5875,0.023209,0.38929
33,66,0.58356,0.025305,0.39114
33,67,0.57781,0.027674,0.39452
33,68,0.57022,0.030273,0.39951
33,69,0.56082,0.033034,0.40615
33,70,0.54971,0.035861,0.41443
33,71,0.53708,0.03863,0.42429
33,72,0.52317,0.041187,0.43565
33,73,0.50844,0.043372,0.44819
33,74,0.4934,0.045051,0.46155
33,75,0.47855,0.046127,0.47532
33,76,0.46439,0.04653,0.48908
33,77,0.45139,0.046226,0.50238
33,78,0.44005,0.045214,0.51473
33,79,0.43063,0.043637,0.52573
33,80,0.42323,0.04168,0.53509
33,81,0.41788,0.039481,0.54264
33,82,0.41452,0.037169,0.54831
33,83,0.41295,0.034865,0.55218
33,84,0.41298,0.032651,0.55437
33,85,0.41444,0.03056,0.555
33,86,0.41714,0.028631,0.55423
33,87,0.42089,0.02688,0.55223
33,88,0.42555,0.025298,0.54916
33,89,0.43098,0.023863,0.54516
33,90,0.43704,0.022578,0.54038
33,91,0.44361,0.021434,0.53496
33,92,0.45058,0.020418,0.529
33,93,0.45787,0.019515,0.52261
33,94,0.46541,0.018707,0.51588
33,95,0.47314,0.017985,0.50887
33,96,0.481,0.017342,0.50166
33,97,0.48892,0.01677,0.49431
33,98,0.49687,0.016263,0.48687
33,99,0.5048,0.015818,0.47939
33,100,0.51266,0.015431,0.47191
33,101,0.52043,0.015102,0.46447
33,102,0.52807,0.01483,0.4571
33,103,0.53553,0.01462,0.44985
33,104,0.54278,0.014475,0.44275
33,105,0.54976,0.014401,0.43584
34,1,0.57936,0.0070777,0.41357
34,2,0.59056,0.0068165,0.40262
34,3,0.60145,0.0066146,0.39193
34,4,0.61198,0.0064801,0.38154
34,5,0.6221,0.0064231,0.37148
34,6,0.63176,0.006455,0.36179
34,7,0.64088,0.006596,0.35252
34,8,0.64938,0.006866,0.34375
34,9,0.6572,0.0072778,0.33552
34,10,0.6642,0.0078678,0.32794
34,11,0.67017,0.0086965,0.32113
34,12,0.67487,0.0098493,0.31528
34,13,0.67794,0.011436,0.31062
34,14,0.67899,0.01359,0.30742
34,15,0.67756,0.016451,0.30599
34,16,0.67277,0.02031,0.30692
34,17,0.66357,0.025485,0.31095
34,18,0.64898,0.032146,0.31887
34,19,0.62813,0.040318,0.33155
34,20,0.60031,0.049846,0.34984
34,21,0.56589,0.059893,0.37421
34,22,0.52649,0.069097,0.40442
34,23,0.4849,0.075996,0.4391
34,24,0.44473,0.079217,0.47605
34,25,0.40905,0.078541,0.51241
34,26,0.37993,0.074513,0.54556
34,27,0.35809,0.068107,0.57381
34,28,0.34323,0.060588,0.59618
34,29,0.33448,0.053007,0.61252
34,30,0.3308,0.046005,0.6232
34,31,0.33127,0.039814,0.62892
34,32,0.335,0.034522,0.63047
34,33,0.34122,0.030111,0.62867
34,34,0.34934,0.02648,0.62418
34,35,0.35892,0.023492,0.61758
34,36,0.36958,0.021043,0.60937
34,37,0.38102,0.019027,0.59995
34,38,0.393,0.017355,0.58964
34,39,0.40536,0.015959,0.57868
34,40,0.41798,0.014782,0.56724
34,41,0.43074,0.013772,0.55549
34,42,0.44358,0.012891,0.54353
34,43,0.45644,0.012106,0.53145
34,44,0.46927,0.011396,0.51933
34,45,0.48204,0.010745,0.50721
34,46,0.49474,0.010147,0.49512
34,47,0.50732,0.0095907,0.48309
34,48,0.51979,0.0090726,0.47114
34,49,0.5321,0.0085908,0.45931
34,50,0.54425,0.0081456,0.4476
34,51,0.55621,0.0077389,0.43605
34,52,0.56795,0.0073748,0.42467
34,53,0.57944,0.0070588,0.4135
34,54,0.59066,0.0067985,0.40255
34,55,0.60154,0.0066014,0.39185
34,56,0.61208,0.0064712,0.38145
34,57,0.62221,0.006415,0.37138
34,58,0.63188,0.006445,0.36168
34,59,0.64102,0.0065781,0.35241
34,60,0.64954,0.0068365,0.34362
34,61,0.65735,0.0072472,0.3354
34,62,0.6643,0.0078526,0.32785
34,63,0.67024,0.0087019,0.32106
34,64,0.67495,0.0098623,0.31519
34,65,0.67809,0.011441,0.31047
34,66,0.67919,0.013586,0.30722
34,67,0.67765,0.016485,0.30587
34,68,0.67275,0.020365,0.30689
34,69,0.66364,0.025471,0.31089
34,70,0.64917,0.032074,0.31875
34,71,0.62826,0.040289,0.33145
34,72,0.60044,0.049808,0.34975
34,73,0.56592,0.059916,0.37416
34,74,0.52646,0.069182,0.40436
34,75,0.48498,0.076009,0.43901
34,76,0.44478,0.079288,0.47593
34,77,0.409,0.078617,0.51238
34,78,0.37976,0.0745,0.54574
34,79,0.35828,0.067832,0.57389
34,80,0.34414,0.059989,0.59587
34,81,0.33569,0.052519,0.61179
34,82,0.33219,0.045637,0.62217
34,83,0.33264,0.039603,0.62776
34,84,0.33623,0.034468,0.6293
34,85,0.34237,0.030121,0.62751
34,86,0.35041,0.026524,0.62307
34,87,0.35986,0.023569,0.61657
34,88,0.37038,0.021143,0.60847
34,89,0.38169,0.019142,0.59917
34,90,0.39356,0.017485,0.58895
34,91,0.40582,0.016094,0.57809
34,92,0.41833,0.014911,0.56676
34,93,0.43099,0.013889,0.55512
34,94,0.44373,0.012997,0.54327
34,95,0.45651,0.01221,0.53128
34,96,0.46926,0.011499,0.51924
34,97,0.48197,0.010847,0.50718
34,98,0.4946,0.010243,0.49515
34,99,0.50714,0.0096783,0.48318
34,100,0.51956,0.0091498,0.47129
34,101,0.53184,0.0086587,0.4595
34,102,0.54396,0.0082065,0.44784
34,103,0.55589,0.0077947,0.43632
34,104,0.5676,0.007427,0.42497
34,105,0.57908,0.0071083,0.41381
35,1,0.58849,0.0028988,0.40861
35,2,0.60241,0.0026109,0.39498
35,3,0.61595,0.002366,0.38168
35,4,0.6291,0.0021631,0.36873
35,5,0.64184,0.0020018,0.35616
35,6,0.65416,0.0018828,0.34396
35,7,0.66603,0.001807,0.33216
35,8,0.67745,0.0017773,0.32078
35,9,0.68838,0.0017998,0.30982
35,10,0.69882,0.0018764,0.29931
35,11,0.70871,0.0020207,0.28927
35,12,0.718,0.002261,0.27974
35,13,0.72656,0.0026401,0.2708
35,14,0.73427,0.0032177,0.26251
35,15,0.74086,0.0040986,0.25504
35,16,0.74598,0.0054369,0.24858
35,17,0.74891,0.0075406,0.24354
35,18,0.74856,0.010886,0.24055
35,19,0.74331,0.016157,0.24053
35,20,0.72987,0.024842,0.24528
35,21,0.70432,0.038296,0.25739
35,22,0.66236,0.057476,0.28016
35,23,0.60132,0.081589,0.31709
35,24,0.52495,0.10546,0.36959
35,25,0.4448,0.12104,0.43416
35,26,0.37421,0.12344,0.50235
35,27,0.32111,0.11373,0.56516
35,28,0.28643,0.097288,0.61628
35,29,0.26689,0.079569,0.65354
35,30,0.25872,0.06362,0.67766
35,31,0.25857,0.050517,0.69091
35,32,0.26403,0.040279,0.69569
35,33,0.27348,0.032435,0.69409
35,34,0.28567,0.026488,0.68784
35,35,0.29973,0.021992,0.67828
35,36,0.315,0.018591,0.66641
35,37,0.33112,0.015968,0.65291
35,38,0.34778,0.013895,0.63832
35,39,0.36474,0.012232,0.62302
35,40,0.3818,0.010913,0.60729
35,41,0.39884,0.0098244,0.59134
35,42,0.41581,0.0088966,0.5753
35,43,0.43265,0.0080837,0.55926
35,44,0.44934,0.0073541,0.54331
35,45,0.46582,0.0066903,0.52749
35,46,0.48208,0.0060769,0.51184
35,47,0.49811,0.0055057,0.49639
35,48,0.51389,0.0049735,0.48113
35,49,0.52942,0.0044788,0.4661
35,50,0.54467,0.0040214,0.4513
35,51,0.55963,0.0036027,0.43677
35,52,0.57426,0.0032253,0.42251
35,53,0.58854,0.0028927,0.40856
35,54,0.60247,0.0026045,0.39493
35,55,0.61601,0.0023595,0.38163
35,56,0.62916,0.0021572,0.36868
35,57,0.6419,0.0019974,0.3561
35,58,0.65421,0.0018799,0.34391
35,59,0.66609,0.001806,0.33211
35,60,0.6775,0.0017774,0.32072
35,61,0.68844,0.0017958,0.30976
35,62,0.69888,0.0018702,0.29925
35,63,0.70877,0.0020175,0.28921
35,64,0.71804,0.0022626,0.2797
35,65,0.7266,0.0026435,0.27075
35,66,0.73431,0.0032191,0.26247
35,67,0.74094,0.0040864,0.25498
35,68,0.74603,0.0054327,0.24853
35,69,0.74896,0.007537,0.24351
35,70,0.74865,0.010866,0.24048
35,71,0.74324,0.01626,0.2405
35,72,0.72983,0.024881,0.24529
35,73,0.70446,0.038184,0.25736
35,74,0.66257,0.057374,0.28006
35,75,0.60136,0.081595,0.31704
35,76,0.5249,0.10551,0.36959
35,77,0.44477,0.12118,0.43405
35,78,0.37413,0.12353,0.50234
35,79,0.32108,0.11365,0.56527
35,80,0.28674,0.096983,0.61628
35,81,0.26759,0.079218,0.65319
35,82,0.25948,0.063411,0.67711
35,83,0.25915,0.050493,0.69035
35,84,0.26454,0.040309,0.69515
35,85,0.27392,0.032481,0.6936
35,86,0.28604,0.026546,0.68741
35,87,0.30001,0.02207,0.67792
35,88,0.31523,0.018667,0.66611
35,89,0.33133,0.016016,0.65266
35,90,0.34798,0.013914,0.6381
35,91,0.3649,0.012267,0.62283
35,92,0.38191,0.010954,0.60714
35,93,0.39892,0.0098634,0.59121
35,94,0.41587,0.008931,0.5752
35,95,0.4327,0.0081125,0.55919
35,96,0.44935,0.0073814,0.54327
35,97,0.4658,0.0067151,0.52748
35,98,0.48203,0.0060986,0.51187
35,99,0.49803,0.0055256,0.49644
35,100,0.5138,0.0049916,0.48121
35,101,0.52933,0.0044941,0.46618
35,102,0.54459,0.0040328,0.45138
35,103,0.55956,0.0036091,0.43683
35,104,0.57422,0.0032264,0.42256
35,105,0.58852,0.0028903,0.40859
36,1,0.57701,0.0011209,0.42187
36,2,0.59253,0.00092311,0.40655
36,3,0.60755,0.00076287,0.39169
36,4,0.62208,0.00063537,0.37728
36,5,0.63611,0.00053563,0.36335
36,6,0.64965,0.00045939,0.34989
36,7,0.6627,0.00040268,0.3369
36,8,0.67527,0.00036247,0.32436
36,9,0.68738,0.00033688,0.31228
36,10,0.69902,0.0003252,0.30065
36,11,0.71022,0.00032805,0.28945
36,12,0.72096,0.00034629,0.27869
36,13,0.73126,0.00038453,0.26835
36,14,0.7411,0.00045207,0.25845
36,15,0.75046,0.00056423,0.24898
36,16,0.75929,0.00074693,0.23997
36,17,0.76749,0.0010499,0.23146
36,18,0.77487,0.0015771,0.22356
36,19,0.78104,0.0025193,0.21644
36,20,0.78525,0.0042612,0.21049
36,21,0.78592,0.0076177,0.20646
36,22,0.77994,0.014208,0.20585
36,23,0.76106,0.027152,0.21179
36,24,0.71919,0.051007,0.2298
36,25,0.64171,0.08957,0.26872
36,26,0.52981,0.13437,0.33582
36,27,0.40987,0.16342,0.42671
36,28,0.31324,0.16261,0.52415
36,29,0.25215,0.1392,0.60865
36,30,0.22045,0.10894,0.67061
36,31,0.20768,0.082043,0.71028
36,32,0.20687,0.061035,0.73209
36,33,0.21395,0.045497,0.74055
36,34,0.22606,0.034353,0.73959
36,35,0.24131,0.026457,0.73223
36,36,0.25856,0.020831,0.72061
36,37,0.27735,0.016647,0.706
36,38,0.29714,0.013462,0.6894
36,39,0.31721,0.011175,0.67162
36,40,0.33737,0.0094565,0.65317
36,41,0.35755,0.0080895,0.63437
36,42,0.37761,0.0069683,0.61542
36,43,0.39747,0.0060279,0.5965
36,44,0.41708,0.0052185,0.5777
36,45,0.4364,0.0045098,0.5591
36,46,0.45539,0.0038812,0.54073
36,47,0.47403,0.0033194,0.52265
